,time,targetX,targetY,targetZ
55,24.372,-3.0268393946292553,-1.4948334685305404,5.9046895676938
56,24.454,-3.0199168227305586,-1.517794707334295,5.910488345453097
57,24.543,-3.0152036982186554,-1.6510412812850745,5.915217816061573
58,24.629,-3.0081149410048,-1.714589203161499,5.919950011019479
59,24.736,-2.9930683591092846,-1.7334915111988354,5.932860702962778
60,24.806,-2.9843831331301245,-1.8115179921266302,5.9402736577586674
61,24.917,-2.9682767793067897,-1.835616991348905,5.954396685197804
62,25.007,-2.9628171830513823,-1.9157588930317806,5.956623840855885
63,25.106,-2.9371442762086555,-1.9780601339421213,5.964558508567398
64,25.199,-2.92915648368328,-2.021061441201733,5.968793509754538
65,25.299,-2.9060826061956715,-2.0764311359406484,5.9844680541934006
66,25.389,-2.8623186569706944,-2.115523114149772,6.0065788741579125
67,25.485,-2.8365299652772418,-2.1726735942265565,6.022430501309652
68,25.601,-2.8343695561801674,-2.231019575735027,6.025825040697993
69,25.697,-2.799418877357506,-2.284317155478736,6.045982502122022
70,25.814,-2.769652635497938,-2.3981548752312234,6.0569711655432705
71,25.916,-2.7381932104683426,-2.3981548752312234,6.072667504777565
72,25.993,-2.7159829517496785,-2.4295738601680403,6.092778652261304
73,26.071,-2.6835604691969865,-2.4455077552103437,6.100886316161549
74,26.141,-2.67260041144474,-2.482552552043583,6.107913775513255
75,26.24,-2.59874193625402,-2.5155764746872635,6.146155468445962
76,26.343,-2.568633788541132,-2.6187990340874863,6.162107896526568
77,26.452,-2.5521405770989003,-2.7037413136376607,6.169004587105691
78,26.542,-2.5149341369491554,-2.7037413136376607,6.186701960995473
79,26.627,-2.4950504726427254,-2.7455353088038024,6.198994225618424
80,26.713,-2.4592171046051186,-2.7784476863084113,6.208619352150536
81,26.795,-2.4338874657904257,-2.7948002036961683,6.224159041292672
82,26.894,-2.393087608744033,-2.869547257535286,6.243614982738772
83,27.009,-2.344526080174859,-2.8947065917266084,6.2642015291978455
84,27.071,-2.279487686260026,-2.927230529688102,6.2947891624102095
85,27.139,-2.2044291351458996,-2.9670902009131823,6.330671568737537
86,27.247,-2.1871513110681606,-2.982505739132746,6.338275227993444
87,27.363,-2.157034990306986,-3.0067792736902716,6.353591520482415
88,27.483,-2.070434732837554,-3.0744451796420345,6.393910529854615
89,27.575,-2.0204456451676656,-3.086476307112619,6.414731370364569
90,27.66,-1.981270862555579,-3.1390954299516274,6.435119039315336
91,27.754,-1.943816506607809,-3.160596083581433,6.45071049109662
92,27.842,-1.8649860937094453,-3.1636747294197836,6.483229688054036
93,27.932,-1.8088522359027945,-3.1867147059687633,6.5079068451805195
94,28.015,-1.7901223335794805,-3.2121653698174235,6.517006172272864
95,28.106,-1.7322176486440806,-3.265865824357541,6.541999353933094
96,28.229,-1.6874756579741486,-3.2915120202735135,6.55467166530137
97,28.318,-1.6349229574917155,-3.298405509868079,6.5878460682964235
98,28.4,-1.5252801525531074,-3.3102660388906733,6.630486223382001
99,28.498,-1.5056512149182744,-3.349428881070501,6.639631864414636
100,28.604,-1.4206787562325782,-3.368593648258592,6.67512196442421
101,28.736,-1.3334518983945118,-3.3756026198794893,6.713305083844195
102,28.836,-1.2677446766948979,-3.3892137514376164,6.74561723024502
103,28.927,-1.2441804163100973,-3.4140436993947425,6.757940824886402
104,29.016,-1.220639312895442,-3.4232100852348415,6.764868845483957
105,29.103,-1.0894360065769493,-3.430303043783981,6.822533787669618
106,29.183,-1.0545752312854402,-3.456012229896135,6.8290000310389845
107,29.282,-1.0190183847148608,-3.4593743316172993,6.849525279635907
108,29.381,-0.9256767245837509,-3.460072472958306,6.888604710017984
109,29.47,-0.8613425749962749,-3.460072472958306,6.9188068477861675
110,29.571,-0.7344451029500726,-3.460072472958306,6.966288171806803
111,29.704,-0.6623261248696704,-3.460072472958306,6.992903703551912
112,29.787,-0.5937719580169124,-3.460072472958306,7.02569805980164
113,29.865,-0.5155735941860409,-3.460072472958306,7.052669119147212
114,29.951999999999998,-0.44524315150567567,-3.460072472958306,7.079085773384015
115,30.07,-0.4240395399009699,-3.460072472958306,7.097082825710969
116,30.158,-0.393560880665759,-3.460072472958306,7.1065117990842035
117,30.291,-0.2229607572567291,-3.460072472958306,7.178784702907337
118,30.412,-0.1512654155125122,-3.460072472958306,7.206671143661001
119,30.494,-0.1021276870391374,-3.460072472958306,7.2249801339975575
120,30.58,-0.07442241552249142,-3.460072472958306,7.235964710894663
121,30.675,-0.024453760473318677,-3.460072472958306,7.261662136882251
122,30.765,0.14846205995023,-3.460072472958306,7.32632729492533
123,30.846,0.1694545344742003,-3.460072472958306,7.335227744509371
124,30.939,0.2941194021634634,-3.460072472958306,7.387215142485316
125,31.052,0.37193499489958215,-3.460072472958306,7.414507675063493
126,31.152,0.4392332366656421,-3.460072472958306,7.4411109472361705
127,31.242,0.46867528094317723,-3.460072472958306,7.454168754048629
128,31.335,0.4897794537937301,-3.460072472958306,7.459325947517433
129,31.425,0.6122089927766254,-3.460072472958306,7.511495876905113
130,31.516,0.6394851792582282,-3.460072472958306,7.516391532828749
131,31.615,0.6863494381332315,-3.460072472958306,7.535407491842093
132,31.715,0.783142848990689,-3.460072472958306,7.570757287856079
133,31.794,0.8550261708454961,-3.460072472958306,7.6051876159378295
134,31.9,0.9193535095594001,-3.460072472958306,7.63159745930106
135,32.011,0.970379212186965,-3.460072472958306,7.645695967595336
136,32.123,1.044832957727888,-3.460072472958306,7.675116217077441
137,32.212,1.0857799296434385,-3.460072472958306,7.693115993753825
138,32.294,1.17874018085451,-3.460072472958306,7.724214442484096
139,32.426,1.2265102859146044,-3.460072472958306,7.742268706149058
140,32.514,1.3578389123068242,-3.460072472958306,7.7937439264323825
141,32.636,1.4475776203182857,-3.058222579533901,7.820946555479406
142,32.761,1.5065216445607903,-3.784115038845797,7.843926442911719
143,32.869,1.5356667347505815,-2.9770833330781583,7.857012855393179
144,32.95,1.5496045064285557,-2.957034078552025,7.867682769931253
145,33.047,1.6341383448562077,-2.9251702253546794,7.892891175196362
146,33.13,1.6997720091212432,-2.891080718558936,7.920757183329309
147,33.222,1.8397572558236202,-2.8582168959972156,7.970563739587467
148,33.337,1.8970189942938125,-2.7896717518904257,7.989797646555116
149,33.447,1.9533530917834832,-2.7777771031782335,8.009787560489272
150,33.551,2.0086083468993308,-2.752364495906433,8.030910803785826
151,33.667,2.0447400311993964,-2.6914319794672763,8.043124062275341
152,33.762,2.097603307516718,-2.6487731813993993,8.057855981811825
153,33.882,2.1178166181040385,-2.6259090524814246,8.063007726581773
154,33.981,2.1460381538374507,-2.591028231346156,8.079069128639532
155,34.075,2.2025261770698505,-2.5695105178715516,8.09532804603088
156,34.159,2.274325044092364,-2.488212483629603,8.122751347381643
157,34.259,2.3189553364357134,-2.4735856351580567,8.132435047426474
158,34.352,2.3605030274003242,-2.4673128614550244,8.153272234033
159,34.446,2.470133572766503,-2.422831284585158,8.189504719261933
160,34.523,2.4795679948385954,-3.3326013126198784,8.19065848124505
161,34.642,2.5389969532794345,-2.321776637770167,8.210841823988652
162,34.719,2.578773817115296,-3.246598698100656,8.223075515098884
163,34.835,2.5852713905030926,-3.1605960835814333,8.224204757937141
164,34.928,2.6182251211944103,-2.1192132898093794,8.23184247156091
165,35.014,2.644761646806081,-2.0973018876086433,8.247785364418515
166,35.111,2.675026444611128,-2.0801475575153314,8.254494074887049
167,35.228,2.711426477329934,-2.0411894334730922,8.26315614389606
168,35.324,2.746510649274609,-1.9567812582947033,8.268642983645758
169,35.421,2.8166231440006664,-1.900407657304152,8.293038170606355
170,35.51,2.833456899121504,-1.8651410212172745,8.300016591668344
171,35.629,2.865010314206394,-1.8275555585334817,8.30748130910338
172,35.741,2.8820770012033976,-1.7840162100148238,8.307879064119993
173,35.873,2.9110817873976034,-1.7155734249768286,8.318194813232317
174,35.97,2.929106083218846,-1.6664423842513465,8.330030749325935
175,36.091,2.9483359036623535,-1.6384327436828299,8.324565704371672
176,36.223,2.9728278050276757,-1.604525645996861,8.332248369761016
177,36.309,2.9782928499819397,-1.557552019490581,8.334581775046821
178,36.396,2.981989792156884,-1.5254677006066015,8.334668954228546
179,36.477,3.0182290882593894,-1.4511655150280127,8.335561178666493
180,36.6,3.0414419075678683,-1.3833933131201952,8.343163475747687
181,36.681,3.057548261391204,-1.36869035149493,8.346883574892775
182,36.761,3.0736096634489636,-1.3330405250479513,8.346883574892775
183,36.876,3.0761010810016423,-1.2186043984317438,8.346883574892775
184,36.952,3.0798661319123073,-1.1825359496393117,8.346883574892775
185,37.038,3.0809763043045617,-1.1610352960095058,8.344663230108265
186,37.123,3.089190217832532,-1.108614329829317,8.341385837745364
187,37.208,3.0939837106525863,-1.0253334167034183,8.342500096661762
188,37.302,3.0939837106525863,-1.0105307206008662,8.342500096661762
189,37.443,3.09727744911206,-0.8872838402938316,8.339303072607011
190,37.542,3.094856864644531,-0.8872838402938316,8.332962149311374
191,37.627,3.094856864644531,-0.8554974125459585,8.332962149311374
192,37.708,3.0847100251967947,-0.8012812257746088,8.323297519712543
193,37.827,3.0880419045482737,-0.6925496488000497,8.313725517994294
194,37.943,3.0856540122738902,-0.6557436897939973,8.312727043928623
195,38.043,3.07431390777632,-0.6020183016345586,8.301152645380173
196,38.151,3.0683884477685806,-0.5317592992733425,8.298789272250648
197,38.246,3.068388447768581,-0.5160156871153361,8.294072061214601
198,38.33,3.0588886413101957,-0.48999417461378475,8.291601076282639
199,38.431,3.03635146066007,-0.4364170758745223,8.274392723115335
200,38.526,3.008674794812427,-0.41065539793221784,8.265988105127347
201,38.653,3.0075578115466004,-0.39435930926187324,8.263604299377107
202,38.741,2.9809245715302053,-0.3685713854044934,8.24142128415273
203,38.838,2.9682767793067897,-0.36392060925312436,8.235294222287257
204,38.973,2.9497198731722065,-0.36392060925312436,8.22559417614585
205,39.085,2.9469451232789274,-0.36392060925312436,8.218031382131375
206,39.168,2.9153998812423234,-0.36392060925312436,8.195353897485665
207,39.257,2.907534684441246,-0.36392060925312436,8.196209343206323
208,39.321,2.8848081615058163,-0.36392060925312436,8.18485561696161
209,39.422,2.8718634151946554,-0.36392060925312436,8.18351659921733
210,39.51,2.8334664343445044,-0.36392060925312436,8.160363715596285
211,39.614,2.8066234194220883,-0.36392060925312436,8.146022740202843
212,39.695,2.7881768494393744,-0.36392060925312436,8.132766055882078
213,39.781,2.7501462935874037,-0.36392060925312436,8.123704869681738
214,39.888,2.7282724920232013,0.38880304904040125,8.106375282964851
215,39.978,2.713612767746583,0.4117104837182508,8.097973389326292
216,40.065,2.682906625334063,0.42846325131090823,8.08307937099879
217,40.161,2.6499528946427464,0.49189437886524706,8.07099960563129
218,40.28,2.632439414339412,0.5375163407451417,8.054212164450744
219,40.382,2.5941977214067053,0.5837117758694349,8.039758128556004
220,40.489,2.5650226633731976,0.6344110100206747,8.02679431179884
221,40.59,2.5049262393222906,0.6522910396658225,7.995122387513795
222,40.692,2.499601498363612,0.680149766222655,7.989797646555116
223,40.776,2.4681938359731648,0.7796729638929938,7.980879488699791
224,40.852,2.418172056110129,0.8267082682997012,7.951624062358131
225,40.945,2.343376404715886,0.8336516251329107,7.9228440349918055
226,41.043,2.3110124956759144,0.850145870462075,7.906072939907833
227,41.153,2.266049832702245,0.895834759425412,7.886493040562718
228,41.273,2.253893785550736,1.0360115672518635,7.879611333905453
229,41.381,2.228114629080284,1.0486581614309671,7.859562846458579
230,41.474,2.1922363092771007,1.0621144420901487,7.8558904234284945
231,41.56,2.1065963849813376,1.1501616133937487,7.816245690539931
232,41.659,2.0902598236312646,1.1771201050634934,7.8036346770338065
233,41.797,2.025657325625047,1.2255372568989231,7.780304710699887
234,41.905,2.0111665110130166,1.2734124305880448,7.772874047632708
235,41.996,1.9777101378520778,1.310218389594097,7.758342367779246
236,42.095,1.9243278729685613,1.3444640595845392,7.7306997562994635
237,42.189,1.852383253251605,1.369179837811087,7.699665329780768
238,42.279,1.8291867800396988,1.369179837811087,7.692519361228906
239,42.403,1.7375096974096134,1.4079345560114913,7.652641696464178
240,42.494,1.6847921737867355,1.4850699881224745,7.630077272319764
241,42.608,1.673840289082776,1.516318374611301,7.627283451980483
242,42.716,1.645511141546924,1.548612660815884,7.609041208204931
243,42.82,1.5856176815284668,1.6204726639967024,7.585380233415408
244,42.926,1.4952973249139465,1.6555503294950362,7.543440236133043
245,43.045,1.4402014442396862,1.6930439314760655,7.522494075549363
246,43.139,1.3994819555014444,1.7036984607009429,7.498804495090836
247,43.227,1.373347271430528,1.7235902397366238,7.495509394456646
248,43.35,1.290975204274665,1.7909884373546163,7.459448543241732
249,43.464,1.220484024977998,1.8144522854320653,7.426791766638159
250,43.564,1.1767445948978807,1.8599312070747986,7.402929189990899
251,43.653,1.1158935260551839,1.8836601388945098,7.387215142485318
252,43.737,1.0935756555340803,1.941284357738406,7.3761842516479215
253,43.828,1.0579888411197838,1.9502814574262688,7.357989683987376
254,43.932,1.0153350642870618,1.9614438451078566,7.34257940144311
255,44.031,0.9373505618863545,1.9614438451078566,7.303212552196291
256,44.117,0.8812739154177097,2.0135065545472655,7.289035037768577
257,44.196,0.831382904327259,2.021061441201733,7.258929614405118
258,44.3,0.788877604538409,2.0400792312654015,7.247353853681954
259,44.452,0.7213491552456115,2.0653356753425034,7.225526366058041
260,44.541,3.1691376139967224,2.1070640557209552,7.699665329780769
261,44.627,3.1691376139967224,2.1121938198224517,7.699665329780769
262,44.712,3.1691376139967224,2.1333178445709247,7.699665329780769
