,time,inputAngle2,theta2,inputAngle3,theta3,inputAngle4,theta4
128,25.951,-1.1905885417188105,-0.5317240672588056,-1.541569043779968,-1.6133238614146808,-0.8367359538221595,-2.5586314189275687
129,26.038,-1.1688688530888593,-0.5317240672588056,-1.5465980001815551,-1.6233793884058383,-0.8465232957884529,-2.559910190609045
130,26.115,-1.1500036229764168,-0.5317240672588056,-1.550502260086357,-1.6233793884058383,-0.8546784083105701,-2.559910190609045
131,26.211,-1.1284879439926367,-0.5317240672588056,-1.5544619898832877,-1.6233793884058383,-0.8636125766829404,-2.559910190609045
132,26.325,-1.1039540532286218,-0.5585993153435624,-1.5583757440306287,-1.6233793884058383,-0.873354140301742,-2.5591883120611607
133,26.427,-1.081503453918492,-0.5585993153435624,-1.561430174452694,-1.6338704446918089,-0.8818791291433806,-2.5099527729431115
134,26.518,-1.0598393938541726,-0.5585993153435624,-1.5639278973058741,-1.6443476172834364,-0.8897743201251997,-2.5116858734609404
135,26.627,-1.032602621419259,-0.5585993153435624,-1.5664769276498027,-1.6443476172834364,-0.8992666492587038,-2.4880416319034744
136,26.75,-1.0093523521468104,-0.5585993153435624,-1.5681599998743456,-1.6443476172834364,-0.9070093244968945,-2.4880416319034744
137,26.916,-0.9643110914532909,-0.5880026035475675,-1.570214133788806,-1.6443476172834364,-0.9211310571540603,-2.460833729854082
138,27.028,-0.927013123822926,-0.5880026035475675,-1.5707916375763737,-1.6443476172834364,-0.932012096670941,-2.435100090884088
139,27.126,-0.9010615872342168,-0.5880026035475675,-1.5706315131338697,-1.6652512621899433,-0.9391786861894513,-2.4116929954380617
140,27.21,-0.8780144679252692,-0.6327488350021832,-1.570121127369066,-1.6652512621899433,-0.9452795004355788,-2.343695141172983
141,27.303,-0.8530322732325539,-0.6327488350021832,-1.569191714224187,-1.6652512621899433,-0.9516241581202832,-2.343695141172983
142,27.394,-0.825782114664999,-0.6327488350021832,-1.567748147291748,-1.6652512621899433,-0.9582393819554018,-2.3206223132828394
143,27.491,-0.805256810148033,-0.6202494859828215,-1.5663747448757301,-1.6652512621899433,-0.9630195646087332,-2.2366127290842597
144,27.58,-0.7722560136790462,-0.702256931509007,-1.5636694176900015,-1.6745886672519394,-0.9703547521469281,-2.125103822996448
145,27.674,-0.7483624880626355,-0.6202494859828215,-1.5613402783107109,-1.6745886672519394,-0.9754056187879379,-2.1625724973363996
146,27.793,-0.7198602855793128,-0.702256931509007,-1.5581684398595432,-1.6745886672519394,-0.9811557791082527,-2.058829344968421
147,27.875,-0.6863239331146851,-0.702256931509007,-1.5539052736586305,-1.6756732655251305,-0.9875521144262791,-2.058829344968421
148,27.958,-0.6646422117631609,-0.6659692373791098,-1.55085216298086,-1.6756732655251305,-0.9914818266436045,-2.073752768770227
149,28.066,-0.6349909842898227,-0.6659692373791098,-1.5463095334927957,-1.6652512621899433,-0.9966027843135195,-2.043215640640146
150,28.162,-0.6044595176817465,-0.7454194762741583,-1.541199412533567,-1.6652512621899433,-1.0015788314907585,-1.9006215038298064
151,28.242,-0.5761068850663488,-0.7853981633974483,-1.5360705105141306,-1.6652512621899433,-1.0059378334791098,-1.7950310779039929
152,28.359,-0.5503098979350218,-0.702256931509007,-1.531090074730445,-1.6652512621899433,-1.0096905089629917,-1.838261967583037
153,28.475,-0.5088082906905397,-0.702256931509007,-1.522464352783446,-1.6652512621899433,-1.0153127871400223,-1.838261967583037
154,28.571,-0.48008064831278474,-0.7853981633974483,-1.5160597989710292,-1.6652512621899433,-1.0189125720071674,-1.6929914974862519
155,28.655,-0.4495989027337502,-0.8253768505207384,-1.508883888909553,-1.6548086386023912,-1.0224775354227813,-1.581621343729828
156,28.747,-0.42146757975450655,-0.8253768505207384,-1.5019193259727317,-1.6548086386023912,-1.0255396870166977,-1.5652867406711144
157,28.826999999999998,-0.394145283439602,-0.8253768505207384,-1.494845235007343,-1.6548086386023912,-1.0283082152612155,-1.5483596997290092
158,28.925,-0.3666951200521554,-0.8621700546672264,-1.4874343691423277,-1.6443476172834364,-1.0308890914366051,-1.4227169707398282
159,29.023,-0.33494877602493345,-0.8253768505207384,-1.478488446901305,-1.6338704446918089,-1.033627144187009,-1.424081967022471
160,29.153,-0.3014442411765296,-0.8621700546672264,-1.4686153583911006,-1.6233793884058383,-1.0362342593372154,-1.261920597449963
161,29.254,-0.2642301102865166,-0.8621700546672264,-1.4571348095675742,-1.6233793884058383,-1.0387951422648216,-1.261920597449963
162,29.358,-0.227839271389273,-0.8621700546672264,-1.4453894863134527,-1.6239377356398321,-1.0409634103501946,-1.2059689884744926
163,29.453,-0.19426156655118107,-0.8621700546672264,-1.4341003774374739,-1.6128767342367871,-1.0426730697762487,-1.1498057525426508
164,29.526,-0.16844571195591682,-0.8621700546672264,-1.4251274986449425,-1.5920697128189578,-1.043799436068807,-1.0937837784911444
165,29.616,-0.14192847473761147,-0.6022873461349642,-1.4156461692161297,-1.5920697128189578,-1.0447874281719456,-1.353113695482146
166,29.727,-0.10782282250399179,-0.5743048301747018,-1.4030580430505943,-1.5920697128189578,-1.0458079506026454,-1.352711152016345
167,29.829,-0.0693936258942506,-0.5743048301747018,-1.3883440699619052,-1.5601584302193552,-1.0466224244964029,-1.2900804840289446
168,29.923000000000002,-0.0391453778352285,-0.5485494024505281,-1.3763672176890591,-1.5495229407708355,-1.0470146065718648,-1.2457235254850016
