,time,targetX,endEffectorX,targetY,endEffectorY,targetZ,endEffectorZ,orangeX,orangeY,orangeZ
0,9.291,2.4579889893947553,0.039473304544526085,0.15652025973988615,0.03913006493497153,7.193358048596368,9.039386740696475,3.9473304544526093,-1.330422207789032,6.55256855439133
1,9.475,2.439258202884659,0.039473304544526085,0.15652025973988615,0.03913006493497153,7.192228105979705,9.039386740696475,3.9473304544526093,-1.2521620779190892,6.55256855439133
2,9.654,2.432072586990857,0.039473304544526085,0.15652025973988615,0.03913006493497153,7.1841414271037465,9.039386740696475,3.9473304544526093,-1.1934669805166316,6.55256855439133
3,9.818,2.4298006554609812,0.039473304544526085,0.3635831219691726,0.03913006493497153,7.178389320499741,9.039386740696475,3.9473304544526093,-1.1347718831141742,6.55256855439133
4,9.972,2.4204635710028324,0.039473304544526085,0.3898903525147482,0.03913006493497153,7.172909460197829,9.039386740696475,3.9473304544526093,-1.1152068506466886,6.55256855439133
5,10.137,2.4127286439862186,0.039473304544526085,0.42068641100498205,0.07826012986994306,7.168816128629154,9.039386740696475,3.9473304544526093,-1.0565117532442314,6.55256855439133
6,10.304,2.402119470612084,0.039473304544526085,0.47809301536346854,0.07826012986994306,7.1665972008041114,9.039386740696475,3.9473304544526093,-1.01738168830926,6.55256855439133
7,10.469,2.399764419635993,0.039473304544526085,0.5772974265107086,0.07826012986994306,7.161385972915328,9.039386740696475,3.9473304544526093,-0.9391215584393166,6.55256855439133
8,10.661,2.3434672573256936,0.7499927863459956,0.6515714676125566,0.11739019480491458,7.137531896481286,8.999913436151948,3.9473304544526093,-0.8804264610368595,6.55256855439133
9,10.827,2.2499783590379865,0.7499927863459956,0.7239062012969734,0.15652025973988612,7.085458165742431,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
10,11.021,2.235640856880731,0.7499927863459956,0.8021663311669163,0.15652025973988612,7.083179006434624,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
11,11.239,2.1940329485870325,0.7499927863459956,0.8754981841207636,0.1565202597398861,7.061523379121486,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
12,11.406,2.13849349832991,0.7499927863459956,0.9619478277029879,0.19565032467485766,7.031962972010337,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
13,11.566,2.0850633545992,0.7499927863459956,1.0430822882094812,0.23478038960982914,7.016014880003959,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
14,11.741,2.020846956935028,0.7499927863459956,1.0822123531444527,0.19565032467485766,6.982361141324136,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
15,11.918,1.9704175456756439,0.7499927863459956,1.1534054748269824,0.23478038960982914,6.950549281387252,8.999913436151948,3.9473304544526093,-0.841296396101888,6.55256855439133
16,12.109,1.890036222667142,0.5131529590788391,1.2612722849927247,0.27391045454480073,6.9167690565936235,8.96044013160742,3.9473304544526093,-0.841296396101888,6.55256855439133
17,12.263,1.8304528306572128,0.5131529590788392,1.2811836223561803,0.27391045454480073,6.893147473683052,8.920966827062896,3.9473304544526093,-0.841296396101888,6.55256855439133
18,12.436,1.742033013958964,0.5131529590788392,1.3200270901358668,0.27391045454480073,6.8583011516444925,8.920966827062896,3.9473304544526093,-0.841296396101888,6.55256855439133
19,12.621,1.669181830925677,0.47367965453431304,1.3762693935510062,0.27391045454480073,6.823912588874944,8.920966827062896,3.9473304544526093,-0.841296396101888,6.55256855439133
20,12.807,1.6072132721982746,0.47367965453431304,1.463473742975482,0.3130405194797723,6.799109264272533,8.920966827062896,3.9473304544526093,-0.841296396101888,6.55256855439133
21,12.963,1.5365545151376143,0.434206349989787,1.5151639282408378,0.35217058441474386,6.767560013600501,8.881493522518369,3.9473304544526093,-0.841296396101888,6.55256855439133
22,13.125,1.4653127173237936,0.434206349989787,1.550321040110665,0.35217058441474386,6.7301984248416975,8.881493522518369,3.9473304544526093,-0.841296396101888,6.55256855439133
23,13.303,1.3767652098820844,0.434206349989787,1.6165428953038061,0.35217058441474386,6.690725120297172,8.881493522518369,3.9473304544526093,-0.841296396101888,6.55256855439133
24,13.47,1.3023552360748523,0.473679654534313,1.6511041239216022,0.39130064934971526,6.661791120606773,8.881493522518369,3.9473304544526093,-0.841296396101888,6.55256855439133
25,13.619,1.2424815283179986,0.434206349989787,1.6919621308719826,0.39130064934971526,6.6338991255682,8.881493522518369,3.9473304544526093,-0.841296396101888,6.55256855439133
26,13.799,1.1632494220006429,0.434206349989787,1.731740621870787,0.39130064934971526,6.602528160085151,8.881493522518369,3.9473304544526093,-0.841296396101888,6.55256855439133
27,13.95,1.0016326935580389,0.3947330454452609,1.8086919580649268,0.39130064934971526,6.537768474446444,8.842020217973843,2.999971145383982,-0.841296396101888,6.80914503393075
28,14.123,0.9276226567963629,0.3947330454452609,1.828545975997325,0.43043071428468693,6.503113688523075,8.842020217973843,2.999971145383982,-0.841296396101888,6.80914503393075
29,14.305,0.8278504102266663,0.35525974090073476,1.8794014470479121,0.4304307142846868,6.456199386597826,8.842020217973843,2.8815512317504037,-0.841296396101888,6.80914503393075
30,14.495,0.8141742497501645,0.35525974090073476,1.9173731818136048,0.43043071428468693,6.458856799617395,8.842020217973843,2.8815512317504037,-0.841296396101888,6.80914503393075
31,14.672,0.752494802140032,0.3157864363562086,1.9347123097083738,0.4695607792196584,6.428311005448219,8.802546913429316,2.8815512317504037,-0.841296396101888,6.80914503393075
32,14.854,0.6863088349894614,0.3157864363562086,1.956269192405093,0.4695607792196584,6.408222601316612,8.802546913429316,2.8815512317504037,-0.841296396101888,6.80914503393075
33,15.021,0.5931174802266109,0.3157864363562086,2.0036496729478444,0.4695607792196584,6.367850643049239,8.802546913429316,2.8815512317504037,-0.841296396101888,6.80914503393075
34,15.184,0.44796562991250355,0.23683982726715652,2.005793180838417,0.4695607792196584,6.30335718056435,8.763073608884792,2.8815512317504037,-0.841296396101888,6.80914503393075
35,15.354,0.34288819434091167,0.19736652272263042,2.032789438711491,0.5086908441546298,6.262496142656931,8.76307360888479,2.8815512317504037,-0.841296396101888,6.80914503393075
36,15.523,0.33552308862847174,0.19736652272263042,2.0370716778733806,0.5086908441546298,6.256518770307385,8.76307360888479,2.8815512317504037,-0.841296396101888,6.80914503393075
37,15.7,0.2640463880318697,0.19736652272263042,2.0584446607287923,0.5086908441546298,6.227893155808739,8.76307360888479,2.8815512317504037,-0.841296396101888,6.80914503393075
38,15.855,0.1692348063826549,0.19736652272263042,2.0671022831280403,0.5086908441546298,6.185967225286045,8.76307360888479,2.8815512317504037,-0.841296396101888,6.80914503393075
39,16.062,0.08882698152173657,0.19736652272263042,2.0685089974985664,0.5086908441546298,6.160364026592521,8.76307360888479,2.8815512317504037,-0.841296396101888,6.80914503393075
40,16.252,0.018312780019710866,0.19736652272263042,2.073893441553491,0.5086908441546298,6.133140601012635,8.76307360888479,2.8815512317504037,-0.841296396101888,6.80914503393075
41,16.409,2.8815512317504037,0.15789321817810434,2.0757921477072574,0.5086908441546298,6.80914503393075,8.723600304340266,2.8815512317504037,-0.841296396101888,6.80914503393075
42,16.572,2.8815512317504037,0.11841991363357826,2.0709641797955114,0.5086908441546298,6.80914503393075,8.723600304340264,2.8815512317504037,-0.841296396101888,6.80914503393075
43,16.786,2.8815512317504037,0.07894660908905217,2.0697521126596166,0.5086908441546298,6.80914503393075,8.684126999795737,2.8815512317504037,-0.841296396101888,6.80914503393075
44,16.991,2.8815512317504037,0.11841991363357827,2.036791051492164,0.5086908441546298,6.80914503393075,8.68412699979574,2.8815512317504037,-0.841296396101888,6.80914503393075
45,17.171,2.8815512317504037,0.07894660908905217,2.02782056053173,0.50869084415463,6.80914503393075,8.723600304340264,2.8815512317504037,-0.841296396101888,6.80914503393075
46,17.334,2.8815512317504037,0.07894660908905217,1.9995250622213616,0.50869084415463,6.80914503393075,8.684126999795737,2.8815512317504037,-0.841296396101888,6.80914503393075
47,17.519,2.8815512317504037,0.03947330454452609,1.9638592404009025,0.50869084415463,6.80914503393075,8.684126999795739,1.9341919226817785,-0.841296396101888,6.80914503393075
48,17.676,1.9341919226817785,-0.0,1.9565032467485768,0.50869084415463,6.80914503393075,8.684126999795739,1.8552453135927263,-0.841296396101888,6.80914503393075
49,17.873,-0.7740600822290244,0.8684126999795739,1.9390029079539592,0.50869084415463,5.821318600851984,8.763073608884792,1.8157720090482,-0.841296396101888,6.809145033930749
50,18.059,-0.9521416888001254,0.9078860045241,1.88721121952944,0.4695607792196583,5.751134467875507,8.802546913429317,1.6973520954146215,-0.841296396101888,6.80914503393075
51,18.226,-1.0460425704299412,0.9078860045241,1.8429176291800762,0.46956077921965833,5.723629158956282,8.802546913429317,1.6578787908700956,-0.841296396101888,6.80914503393075
52,18.414,-1.1226750859511823,0.9078860045241,1.7946678039329589,0.46956077921965833,5.695295064834218,8.802546913429317,1.5986688340533064,-0.841296396101888,6.80914503393075
53,18.578,-1.1941806976595115,0.9078860045241,1.7723693510969385,0.46956077921965833,5.664419202139494,8.802546913429317,1.5394588772365174,-0.841296396101888,6.80914503393075
54,18.768,-1.2051488506709223,0.9078860045241,1.7217228571387475,0.46956077921965833,5.6551688510165254,8.802546913429317,1.5394588772365174,-0.841296396101888,6.80914503393075
55,18.953,-1.360901441951577,0.6315728727124175,1.6050706500086929,0.4304307142846869,5.602825283234886,8.763073608884792,1.5394588772365174,-0.841296396101888,6.80914503393075
56,19.123,1.5394588772365174,-0.3157864363562087,1.557519405327584,0.4304307142846869,6.80914503393075,8.092027431627848,1.5394588772365174,-0.841296396101888,6.80914503393075
57,19.303,1.5394588772365174,-0.3947330454452609,1.5456375649313756,0.4304307142846869,6.80914503393075,8.052554127083322,1.3815656590584129,-0.841296396101888,6.8486183384752755
58,19.478,1.3815656590584129,-0.3947330454452609,1.4481443776321523,0.39130064934971526,6.8486183384752755,8.052554127083322,1.3815656590584129,-0.841296396101888,6.8486183384752755
59,19.631,1.3815656590584129,-0.39473304544526083,1.3882443780226825,0.3913006493497153,6.8486183384752755,8.013080822538795,1.342092354513887,-0.841296396101888,6.8486183384752755
60,19.801,1.342092354513887,-0.43420634998978697,1.3189439917198504,0.3521705844147437,6.8486183384752755,8.052554127083322,1.3026190499693608,-0.841296396101888,6.848618338475276
61,19.972,1.3026190499693608,-0.4736796545343131,1.2816314304113139,0.3521705844147437,6.848618338475276,8.052554127083322,1.2236724408803086,-0.841296396101888,6.848618338475275
62,20.176,1.2236724408803086,-0.4736796545343131,1.1896659857446585,0.31304051947977224,6.848618338475275,8.052554127083322,1.1841991363357824,-0.841296396101888,6.8486183384752755
63,20.34,1.1841991363357824,-0.43420634998978697,1.0946160391942437,0.31304051947977224,6.8486183384752755,8.052554127083322,1.1841991363357824,-0.8608614285693736,6.8486183384752755
64,20.528,-1.9214722381515765,0.8289393954350478,1.031887086831144,0.31304051947977224,5.402984451200291,8.407813867984057,1.1447258317912563,-0.8804264610368595,6.868354990747539
65,20.694,-2.0352121655743547,0.7894660908905217,0.881657634649773,0.2739104545448007,5.359064858598091,8.447287172528583,1.0657792227022043,-0.9978166558417739,6.868354990747537
66,20.882,-2.0504459121951455,0.7894660908905217,0.7913114639104806,0.27391045454480073,5.365646955034593,8.447287172528583,1.0657792227022043,-1.076076785711717,6.868354990747537
